"name" "year" "player_age" "b_total_pa" "b_k_pct" "b_bb_pct" "ops" "xops" "xba" "xslg" "xwoba" "xobp" "xiso" "exit_velocity_avg" "launch_angle_avg" "barrel_batted_rate" "solidcontact_pct" "hard_hit_pct" "z_swing_pct" "z_swing_miss_pct" "oz_swing_pct" "oz_swing_miss_pct" "oz_contact_pct" "iz_contact_pct"
"564" "Dwight Smith" 2019 27 392 20.9 6.6 70.8 67.6 24.1 37.8 29.5 29.8 13.7 89.1 7.3 3.9 5.7 39.3 64.8 16.3 27.3 54.2 45.8 83.7
"565" "Trevor Story" 2019 27 656 26.5 8.8 91.7 80.9 26.5 47.1 34.6 33.8 20.6 91 17.5 8.6 7.2 46 70.2 17.5 28.5 45.9 54.1 82.5
"566" "Daniel Vogelbach" 2019 27 558 26.7 16.5 78 80.7 22.9 44.7 34.8 36 21.8 88.9 17.2 10.8 6.3 38 50.9 21.2 19.6 39.5 60.5 78.8
"567" "Gary Sanchez" 2019 27 446 28 9 84.1 89.8 25.1 56.2 37.2 33.6 31.2 91.2 19 19.1 4.4 42.3 59.1 20.6 33.2 47 53 79.4
"568" "Cheslor Cuthbert" 2019 27 330 20.3 5.8 67.3 69 25.4 38.8 29.9 30.2 13.5 88.9 14.9 4.5 6.2 38.1 69.9 15.8 29 41.7 58.3 84.2
"569" "Max Kepler" 2019 26 596 16.6 10.1 85.5 81.2 26.4 46.5 34.8 34.7 20.2 89.7 18.2 8.9 7.5 42.1 73.9 10.6 27.6 42.7 57.3 89.4
"570" "Roman Quinn" 2019 26 122 27.9 9.8 66.5 63.7 20.1 34.1 28.4 29.6 14.1 88.9 11.7 5.3 1.3 36 60.2 22.5 23 57.1 42.9 77.5
"571" "Maikel Franco" 2019 27 428 14.3 8.4 70.5 73.9 24.8 42.7 30.1 31.2 17.9 89.1 14.8 6.9 4.5 38.4 71.1 16.3 33.9 32.6 67.4 83.7
"572" "Ji-Man Choi" 2019 28 487 22.2 13.1 82.2 86.9 26.4 50 36.9 36.9 23.6 91.2 12.8 11.3 7.1 42.7 67.8 18.1 20.2 47.7 52.3 81.9
"573" "Jackie Bradley Jr." 2019 29 567 27.3 9.9 73.7 75.9 23.4 43.1 32.7 32.8 19.7 90.1 9.3 9.6 6.1 44.2 69 26.2 28 48.9 51.1 73.8
"574" "Tommy La Stella" 2019 30 321 8.7 6.2 82.6 84.6 30.1 49.4 36.2 35.2 19.3 88.2 13.2 5.3 4.9 31.2 58.2 8.2 23.7 21.8 76.7 91.5
"575" "Pedro Severino" 2019 26 341 21.4 8.5 73.9 79 26.9 44.9 34.1 34.1 18 87.6 13.2 8.5 3.8 33.6 66.3 15.6 23.9 48 52 84.4
"576" "Renato Nunez" 2019 25 599 23.9 7.3 77.1 79.6 25.6 47.4 33.8 32.2 21.8 89.9 19.9 10.7 5.5 40.9 68.1 17.2 34.4 43.8 56.2 82.8
"577" "Humberto Arteaga" 2019 25 135 20.7 5.9 48.1 58.7 22.9 29.9 26.4 28.8 7 84.5 9.3 0 4.1 21.6 71.9 16.2 37.9 32.4 67.6 83.8
"578" "Jeimer Candelario" 2019 26 386 25.6 11.1 64.3 70.6 23.3 37.4 31.1 33.2 14.1 88.2 15.8 5.9 7.2 33.8 59.3 15.9 30 42.9 57.1 84.1
"579" "Yonathan Daza" 2019 25 105 20 6.7 49.4 53.3 21 27 24.1 26.3 6 84.5 4.8 1.3 1.3 20.8 71.3 14.7 32 41.3 58.7 85.3
"580" "Jose Rondon" 2019 25 157 24.2 7 54.1 60.4 21.9 31.9 26.9 28.5 10 87.3 8.1 2.8 8.5 32.1 64.1 17.5 27.9 40.6 59.4 82.5
"581" "Nick Ahmed" 2019 29 625 18.1 8.3 75.2 75.9 26.1 43.2 32.6 32.7 17.1 87.8 7.6 6.6 5.5 34 72 13.9 27.9 39.5 60.5 86.1
"582" "Brian Anderson" 2019 26 520 21.9 8.5 81.1 80.2 25.8 46.1 34.5 34.1 20.3 89.9 11.1 8.9 7.2 46 65.1 16.3 32 47.5 52.5 83.7
"583" "Austin Barnes" 2019 30 242 23.1 9.5 63.3 59.1 19.4 30.5 26.1 28.6 11.2 87.2 16.4 4.4 3.8 29.1 56.6 14.2 20.9 46.3 53.7 85.8
"584" "Josh Bell" 2019 27 613 19.2 12.1 93.6 94.3 28.8 56.5 39 37.8 27.8 92.4 12.9 12.7 7.7 47.2 77 19.8 27.5 37 63 80.2
"585" "Mookie Betts" 2019 27 706 14.3 13.7 91.5 99 31.3 58 41.4 41 26.8 91 19.3 10.3 8.5 47.5 59.8 8 18.8 34.3 65.7 92
"586" "Victor Caratini" 2019 26 279 21.1 10.4 79.4 80.4 26.7 45 35 35.4 18.4 89.7 7 9 4.3 35.9 69.3 13.3 25.3 44.5 55.5 86.7
"587" "J.D. Davis" 2019 26 453 21.4 8.4 89.5 93.8 31.7 56 39.4 37.8 24.3 91.5 10.6 11.4 5.7 47.9 71.5 24.6 26.1 37.6 62.4 75.4
"588" "Derek Fisher" 2019 26 167 34.1 12.6 65.7 69.3 21.8 37.6 30.4 31.7 15.8 92.3 9.2 12.4 2.2 44.3 59.1 27.7 17.2 75 25 72.3
"589" "Nick Martini" 2019 29 109 23.9 12.8 65.3 65.4 24.1 31 29.9 34.4 6.9 87.7 5.4 1.5 1.5 32.8 58.4 16.2 22.9 30.2 69.8 83.8
"590" "Joe Panik" 2019 29 491 9.6 8.8 64.9 70.6 25.4 38 31.1 32.6 12.6 86.8 12.9 2 6 25.8 63.6 6.4 21.5 21.6 78.4 93.6
"591" "Mallex Smith" 2019 26 566 24.9 7.4 63.4 59 21.5 30 26.8 29 8.5 85.2 7.5 2.2 3.5 20.1 68.6 22.9 25.9 43.9 56.1 77.1
"592" "Cory Spangenberg" 2019 28 102 35.3 5.9 63.2 55.1 20.1 30.2 23.8 24.9 10.1 85.1 -0.1 5 1.7 25.5 73.9 25.4 35.6 43.5 56.5 74.6
"593" "Bubba Starling" 2019 27 197 28.4 4.6 57.1 56.9 21.6 31.2 25 25.7 9.6 81.8 12.1 2.3 4.6 17.6 69.1 14.3 30.5 63.6 36.4 85.7
"594" "Charlie Tilson" 2019 27 157 24.2 6.4 57.8 62.3 24 32 27.6 30.3 8 86.9 4.9 2.8 0 31.1 67.5 15.2 29.4 47.7 52.3 84.8
"595" "Harold Castro" 2019 26 369 23.3 2.4 68.8 66.6 26.5 38.3 28.8 28.3 11.8 87.2 8.5 3.6 3.6 28.4 67.4 16.5 41.3 36.6 63.4 83.5
"596" "Orlando Arcia" 2019 25 546 20 7.9 63.2 66.2 23 36.9 28.7 29.3 13.9 88 6.8 4.6 4.6 31.3 65.1 18 30.3 38.4 61.6 82
"597" "Raimel Tapia" 2019 25 447 22.4 4.7 72.4 68.7 26.5 38.8 29.9 29.9 12.3 87.6 7.5 3.7 3.7 31.6 79 20.5 40.9 37.5 62.5 79.5
"598" "Aristides Aquino" 2019 25 225 26.7 7.1 89.1 81.8 25.1 50.8 34.1 31 25.7 87.9 18.2 13.6 4.1 39 82.5 27.6 38.9 45.5 54.5 72.4
"599" "Teoscar Hernandez" 2019 27 464 33 9.7 77.8 75.3 22 45.5 31.8 29.8 23.5 91.2 15.3 11.7 10.6 42.3 72.3 27.2 25.1 54.1 45.9 72.8
"600" "Jose Peraza" 2019 25 403 14.4 4.2 63.1 69 27.1 37.2 30.4 31.8 10.1 84.9 17.4 0.3 5.6 25.6 74.8 7.4 34.1 36.1 63.9 92.6
"601" "Ketel Marte" 2019 26 628 13.7 8.4 98.1 89.9 30.5 53.1 38 36.8 22.6 90 11.5 9.3 5.8 40 70.4 11.3 28.4 30.9 69.1 88.7
"602" "Grayson Greiner" 2019 27 224 31.3 5.8 55.8 59.1 20.4 33.7 25.8 25.4 13.3 86.7 12.7 5.7 2.9 32.6 63.8 21.1 31.5 51.4 48.6 78.9
"603" "Brandon Nimmo" 2019 26 254 28 18.1 78.1 74 22.1 35.6 33.7 38.4 13.6 89.3 12.2 6.8 4.5 35.6 62.6 21.3 17.8 50 50 78.7
"604" "Jace Peterson" 2019 29 108 22.2 5.6 59.9 69.9 25.7 39.6 30.2 30.3 13.9 88.4 9.5 3.9 9.1 26 66.2 21.5 26.1 54.4 45.6 78.5
"605" "Trea Turner" 2019 26 569 19.9 7.6 85 80.3 28.3 46.2 34.4 34.1 17.9 90.4 9.9 6.8 6.3 42 67.2 12.5 29 45.1 54.9 87.5
"606" "Kevan Smith" 2019 31 211 17.5 7.6 71 82.2 29.6 46.3 35.4 35.9 16.7 89.5 5.7 6.5 5.2 41.8 60.3 10.5 29.4 36.8 63.2 89.5
"607" "Matt Beaty" 2019 26 268 12.3 6.3 77.5 76.4 27.9 43.4 32.9 33 15.5 89.4 10.2 5.1 7.4 40.5 64.7 9.1 30.8 33.5 66.5 90.9
"608" "Kevin Pillar" 2019 30 645 13.8 2.8 71.9 71.2 26.6 41.6 30.4 29.6 15.1 86.4 14.1 4.9 5.7 30.8 73 9.1 46.9 29 71 90.9
"609" "Jacob Stallings" 2019 30 210 19 7.6 70.6 76.3 26.5 43.4 32.2 32.9 16.9 89.2 11.3 5.9 2.6 37.8 67.8 15.2 35.1 41.5 58.5 84.8
"610" "Sam Travis" 2019 26 157 22.9 7 65.6 66.6 22.3 38.1 28.4 28.5 15.9 89.1 8 7.3 1.8 39.8 71.8 17.2 34.9 32.7 67.3 82.8
"611" "Mac Williamson" 2019 29 144 30.6 9.7 50.8 59.1 20.1 30.1 26.8 29 10 85.3 8.5 3.6 3.6 33.7 62.2 22.1 32.8 54.7 45.3 77.9
"612" "Jose Ramirez" 2019 27 542 13.7 9.6 80.6 81.2 27.2 46.7 34.6 34.5 19.5 89.2 19.8 6.3 7 35.7 64 8.9 22.9 28 72 91.1
"613" "Alex Bregman" 2019 25 690 12 17.2 101.5 87.4 27.2 46.5 38 40.9 19.3 89.3 19.6 4.8 9.8 38 57.4 10 15.8 28.2 71.8 90
"614" "Joey Gallo" 2019 26 297 38.4 17.5 98.5 96.7 22.6 59.7 39.4 37 37 94.6 22.2 25.6 8.5 52.8 65.6 32.5 20.3 66.4 33.6 67.5
"615" "Carson Kelly" 2019 25 365 21.6 13.2 82.6 82.6 25.1 47.3 34.4 35.3 22.2 89 14.3 8.9 8.5 40.4 61.7 16.3 21.8 42.7 57.3 83.7
"616" "Addison Russell" 2019 25 241 24.1 8.3 69.8 67.2 23 36.7 29.5 30.5 13.7 86.9 9.1 6.9 3.1 28.1 67.2 20.5 31.3 50.3 49.7 79.5
"617" "Corey Seager" 2019 25 541 18.1 8.1 81.7 79.3 26.1 46.8 33.5 32.5 20.7 88.8 14.1 7.3 7.1 38.2 77.7 17.2 26.8 48.5 51.5 82.8
"618" "Nick Williams" 2019 26 112 38.4 3.6 44.2 62.7 21.9 36.6 27 26.1 14.7 86.7 10.9 6.3 4.8 30.2 71.1 16 37.3 49.5 50.5 84
"619" "Jesse Winker" 2019 26 384 15.6 9.9 83 82.5 28.4 45.3 35.7 37.2 16.9 89.1 7.5 4.3 7.6 41.1 66.8 13.8 22 30.9 69.1 86.2
"620" "Dawel Lugo" 2019 25 288 20.5 2.8 65.2 68.7 26.3 39.7 29.5 29 13.4 86.8 7.9 4.6 6.4 36 66 16.2 45.1 27.8 72.2 83.8
"621" "Nomar Mazara" 2019 24 469 23 6 78.6 80.8 26.9 48.6 34.1 32.2 21.7 89.1 10.4 10.7 6.1 39.3 68.4 20.3 35.6 39.1 60.9 79.7
"622" "Tom Murphy" 2019 28 281 31 6.8 85.8 71.6 22 44 30.3 27.6 22 90.6 18.9 10.9 7.5 44.8 63.9 19.1 28.2 53.8 46.2 80.9
"623" "Ronald Guzman" 2019 25 295 29.5 10.8 72.3 77 24.1 43.8 33.2 33.2 19.8 85.7 14.6 9.2 6.9 36.5 69 22.8 31.2 53.3 46.7 77.2
"624" "Kevin Plawecki" 2019 28 174 17.8 6.9 62.9 66 22.5 36.7 29.1 29.3 14.3 85.6 15.3 4.7 3.9 32 68.9 13.3 23.9 36.4 63.6 86.7
"625" "Adalberto Mondesi" 2019 24 443 29.8 4.3 71.3 66.7 23.8 39.3 29 27.4 15.5 88.8 10 8.6 3.4 34.3 78.6 27 37.9 59.4 40.6 73
"626" "Franmil Reyes" 2019 24 548 28.5 8.6 82.2 87.2 26.5 54.3 36.4 32.9 27.8 93.3 9.5 14.8 9 51 76.7 26.9 30.2 57.2 42.8 73.1
"627" "Daniel Robertson" 2019 25 237 24.9 10.1 60.7 61.3 21.4 29.9 28.1 31.4 8.5 87.7 5.8 1.4 4.7 33.8 66.4 16.4 24.1 41.5 58.5 83.6
"628" "Tim Lopes" 2019 25 128 22.7 11.7 72 65 22.4 33 29.2 32 10.7 85 8.7 3.6 1.2 24.1 61.7 19.9 30.7 44.9 55.1 80.1
"629" "Richie Martin" 2019 25 309 26.9 4.5 57.7 58.4 21.9 31.3 26 27.1 9.4 83.2 9.4 2.4 3.9 25.2 70.9 21.4 34.9 42.5 57.5 78.6
"630" "Dansby Swanson" 2019 25 545 22.8 9.4 74.7 84 27.5 49 35.7 35 21.5 89.9 14.4 10.1 6 41.6 68.5 20.6 24.7 45.4 54.6 79.4
"631" "Kevin Newman" 2019 26 531 11.7 5.3 79.8 71.6 28.2 38.7 31.4 32.9 10.6 85.3 8.5 2.1 2.8 24.8 69.4 7.3 33.7 26 74 92.7
"632" "Chris Taylor" 2019 29 414 27.8 8.9 79.3 72.2 24.2 40.5 30.9 31.7 16.3 86.1 13.8 5.8 8.1 32.3 71.8 22 26.5 58.7 41.3 78
"633" "Carlos Correa" 2019 25 321 23.4 10.9 92.6 93.4 28.8 55.8 39.5 37.6 27 89 12.6 13 9.6 42.2 62.1 17.1 28.1 36.3 63.7 82.9
"634" "David Dahl" 2019 25 413 26.6 6.8 87.5 81.1 26.7 48.7 34.3 32.4 21.9 88.7 11.2 10.3 6.3 39.5 73.6 22.7 34.7 44.8 55.2 77.3
"635" "Byron Buxton" 2019 26 295 23.1 6.4 82.5 74.5 25.1 44.1 31.6 30.4 19 90.1 20.4 8.3 6.3 38.7 74.9 19 33.8 49.2 50.8 81
"636" "Lewis Brinson" 2019 25 248 29.8 5.2 45.5 57.2 20.6 30.5 25.3 26.7 9.9 87 10 3.9 2.6 32.9 72.2 22.9 36.4 49.2 50.8 77.1
"637" "Steven Duggar" 2019 26 281 27.8 5.7 61.9 63.5 23.3 35.5 27.8 28 12.3 85.7 9 4.3 6.5 32.8 67 18.4 26.7 48 52 81.6
"638" "DJ Stewart" 2019 26 142 18.3 9.9 69.8 72.4 23.5 40.8 31.3 31.6 17.3 87.9 12.9 6.9 5.9 34.7 74.3 20.3 22.6 44.8 55.2 79.7
"639" "Tomas Nido" 2019 25 144 25.7 4.9 54.5 56.5 19.9 32.7 24 23.8 12.9 87.3 7.1 5 5 30.9 82.1 27.9 39.1 54.8 45.2 72.1
"640" "Christin Stewart" 2019 26 416 24.8 8.2 69.3 76 24.8 43.9 32.3 32.1 19.1 86.9 19.1 7.4 7.4 34.1 68.2 20 31.1 44.2 55.8 80
"641" "Joey Wendle" 2019 29 263 17.9 5.3 63.3 66.3 25.8 34.4 29.5 31.9 8.6 87.4 11.6 1.5 4.1 32.5 60.2 10.9 35.3 33.8 66.2 89.1
"642" "Matt Olson" 2019 25 547 25.2 9.3 89.6 95.7 28.3 59 39.5 36.7 30.7 92.7 19 14.5 9 50.4 66.6 26.6 24.8 33.1 66.9 73.4
"643" "Austin Dean" 2019 26 189 24.9 4.8 66.4 72.5 25.9 43.1 30.7 29.4 17.2 88.7 9.4 6 6 39.1 63.1 12.7 38.5 34.7 65.3 87.3
"644" "Matt Duffy" 2019 28 169 17.2 11.2 67 69.6 26.1 34.1 31.9 35.5 8 87 5.5 1.7 1.7 33.6 58.9 12.8 20.3 36.2 63.8 87.2
"645" "Yairo Munoz" 2019 24 181 20.4 3.9 65.3 56.7 22.1 31.2 25.3 25.5 9.2 84.7 6.2 1.5 5.1 25 76.6 15.1 44.5 46.4 53.6 84.9
"646" "Manuel Margot" 2019 25 441 20 8.6 68.9 63.8 22.7 33.9 28.2 29.9 11.1 87.7 14.2 3.5 6.1 34.8 64 18.1 21.9 38.8 61.2 81.9
"647" "Pablo Reyes" 2019 26 157 22.9 8.3 59.6 55.1 19.1 28.7 24.8 26.4 9.7 88.2 12.2 3.7 0.9 29.2 67.6 17.2 26 35.6 64.4 82.8
"648" "Johan Camargo" 2019 26 248 17.3 6 66.2 66.6 25.3 36.8 28.8 29.8 11.6 86.9 11.1 3.7 4.2 31.6 74.4 15.9 37.6 40.6 59.4 84.1
"649" "Victor Reyes" 2019 25 292 21.9 4.8 76.7 69.4 27.7 38.2 30.2 31.2 10.4 87.6 9.2 1.9 5.6 31.6 66.2 16.5 37.7 28.4 71.6 83.5
"650" "David Bote" 2019 26 356 26.1 12.4 78.5 74.2 24.8 38.7 32.5 35.5 13.9 89.7 7.7 5.7 6.6 36.3 65.1 24.5 28.8 48.2 51.8 75.5
"651" "Harold Ramirez" 2019 25 446 20.4 4 72.7 72.4 27.2 41.4 31.3 31 14.2 88.9 3.8 6.3 3.6 34.7 71.6 14.3 40.2 41.6 58.4 85.7
"652" "Anthony Santander" 2019 25 405 21.2 4.7 77.3 76.4 26.4 46.4 32.2 30 20.1 89.9 15.3 7.7 6.4 36.6 67.8 14.7 39 30.2 69.8 85.3
"653" "Pete Alonso" 2019 25 693 26.4 10.4 94.1 90.3 25.8 54.5 37.9 35.8 28.8 90.7 14.8 15.8 7 42.7 67.3 19.1 32 41.7 58.3 80.9
"654" "Cavan Biggio" 2019 24 430 28.6 16.5 79.2 80.5 24.3 43.4 35.1 37.1 19.1 88.9 20.1 9 6.9 39.9 60.2 18 13.6 59.1 40.9 82
"655" "Michael Conforto" 2019 26 648 23 13 85.6 88.6 26.6 51.3 37.4 37.3 24.7 89.2 16 11.9 5.2 39.2 70.7 21.1 25 40.6 59.4 78.9
"656" "Adam Frazier" 2019 28 608 12.3 6.6 75.1 74.6 27.9 40.8 32.3 33.8 12.9 87.2 13 1.9 6.4 28.3 69.6 11.2 27 27.2 72.8 88.8
"657" "Jose Trevino" 2019 27 126 21.4 2.4 65.3 62.2 24.6 35.9 26.6 26.3 11.4 86.8 8.3 2.1 6.3 35.4 57.3 14.6 40 34.4 65.6 85.4
"658" "Reese McGuire" 2019 24 105 17.1 6.7 86.9 70.2 25.8 39.4 30.4 30.8 13.7 86.7 13.1 3.8 5.1 24.1 68.3 11 36.3 42.4 57.6 89
"659" "Yasiel Puig" 2019 29 611 21.8 7.2 78.5 78.5 26.2 46.1 33.4 32.4 19.9 90 13.8 9.4 5.4 39.1 77.1 20.6 30.1 46.4 53.6 79.4
"660" "Jorge Soler" 2019 27 679 26.2 10.8 92.1 96.2 27.8 59.6 39.7 36.6 31.8 92.6 15.5 16.9 8.2 50.1 68.1 20.7 24.2 60.2 39.8 79.2
"661" "Guillermo Heredia" 2019 28 231 26 7.8 66.6 67.6 24.4 35.1 30.4 32.5 10.7 86.6 12.9 2.7 4.8 34.7 72.8 19.4 23.3 50.9 49.1 80.6
"662" "Jung Ho Kang" 2019 32 185 32.4 5.9 61.7 69.9 21.7 43.2 29.7 26.7 21.5 92.2 13.7 11.5 5.3 46 68.1 25.5 30.2 57.5 42.5 74.5
"663" "Phillip Ervin" 2019 27 260 24.2 6.9 79.7 67.3 23.5 37.1 29.8 30.2 13.6 85.1 14.4 4.6 4.6 31.1 71 18.9 26.8 48.6 51.4 81.1
"664" "Clint Frazier" 2019 25 246 28.5 6.5 80.6 77.1 24.9 46.8 32.5 30.3 22 88.5 15.4 10.8 6.3 36.1 67.6 20.9 21.1 69.2 30.8 79.1
"665" "Austin Meadows" 2019 24 591 22.2 9.1 92.2 91.2 28.6 55.3 37.9 35.9 26.8 90.4 16.7 12.5 6.8 42.9 60.8 15.3 24.7 42.3 57.7 84.7
"666" "Oscar Mercado" 2019 25 482 17.4 5.8 75.6 72.6 26.4 41.1 31.4 31.5 14.7 88 14.7 4.1 6.3 34.2 75.3 13.2 27.6 49.2 50.8 86.8
"667" "Chad Pinder" 2019 27 370 23.8 5.4 70.6 76.3 25.8 45.4 32.5 30.9 19.6 90.9 8.5 8.2 7 44.4 74.5 17.7 29.2 45.8 54.2 82.3
"668" "Tim Anderson" 2019 26 518 21 2.9 86.5 79.1 29.6 47.1 33.7 32 17.5 88.3 8.7 5.1 5.9 37.6 75.3 12.3 43.6 43.2 56.8 87.7
"669" "Jake Bauers" 2019 24 423 27.2 10.6 68.3 67.2 22.6 35.8 29.7 31.4 13.2 88.1 15 5 5 33.1 64 16.1 22.2 44.1 55.9 83.9
"670" "Cody Bellinger" 2019 24 661 16.3 14.4 103.4 107.2 32.4 64.7 43.7 42.5 32.2 91.1 18.2 13 6.8 46 68.6 20 23.6 32.9 67.1 79.9
"671" "Willie Calhoun" 2019 25 337 15.7 6.8 84.8 77.1 26.2 45.1 33 32 19 89.7 17.6 6.2 6.6 40.7 70.5 10.9 28.9 27.5 72.5 89.1
"672" "Zack Collins" 2019 24 102 38.2 13.7 65.3 76 19.8 44.2 32.1 31.8 24.4 90.7 15.3 14.9 12.8 53.2 63.2 34.6 15.2 50 50 65.4
"673" "Ryan Cordell" 2019 27 247 27.9 7.7 63.8 64.8 21.3 36.4 28.1 28.4 15.1 88.9 19.5 6.5 5.2 32.3 69 22.6 28.3 52.8 47.2 77.4
"674" "J.P. Crawford" 2019 24 396 21 10.9 68.2 67.6 24.3 34.6 30.3 33 10.4 85 12.3 3.4 3.4 24.8 65.3 16.8 18.7 37.5 62.5 83.2
"675" "Travis Demeritte" 2019 25 186 33.9 7.5 62.8 64.9 22.7 36 28.3 28.9 13.3 91.2 16.1 3.7 4.6 46.3 63.3 30.8 28.3 45.4 54.6 69.2
"676" "Brandon Dixon" 2019 27 420 32.4 5 72.5 72.8 23.7 44.5 30.9 28.3 20.8 89.5 16.9 11.2 7.7 40.8 70.3 25 33.8 57.6 42.4 75
"677" "Hunter Dozier" 2019 28 586 25.3 9.4 87 81.6 26.5 48 34.5 33.6 21.5 91.1 16.7 10 7.4 42.9 64.6 13.2 26.8 56.7 43.3 86.8
"678" "Adam Engel" 2019 28 248 31.5 5.6 68.6 62.6 22 34.1 27.6 28.5 12.1 86.4 11.1 5.3 3.3 30 67 23.2 32.8 50.6 49.4 76.8
"679" "Mitch Garver" 2019 28 359 24.2 11.4 99.5 92.9 25.8 57.7 38.4 35.2 32 91.1 15.3 15.5 10.6 50 53.7 14.4 17.4 51.9 48.1 85.6
"680" "Garrett Hampson" 2019 25 327 26.9 7.3 68.4 62.5 22.7 33.9 27.4 28.6 11.2 85.8 13.3 3.7 4.2 26.2 59.9 15.2 19.7 48.1 51.9 84.8
"681" "Tim Locastro" 2019 27 250 17.6 5.6 69.6 65.4 23.4 30.8 30.4 34.6 7.5 84.4 13.6 1.2 3.5 19.4 54.8 14 34.6 31.6 68.4 86
"682" "Trey Mancini" 2019 27 679 21.1 9.3 89.9 86.5 27.9 51 36.6 35.5 23.1 90.3 7.8 10.3 7.3 42.7 67.4 20.3 32 38.7 61.3 79.7
"683" "Billy McKinney" 2019 25 276 26.4 6.9 69.4 65.5 22.2 37.3 28.4 28.2 15.1 86.7 15.2 6.6 6.6 31.9 64.5 17.5 27 48.2 51.8 82.5
"684" "Ryan McMahon" 2019 25 539 29.7 10.4 77.8 76.6 24.8 43.7 33 32.9 18.9 91.9 8.9 9 7.1 48 74.5 26.6 26.5 47.7 52.3 73.4
"685" "Tyler O'Neill" 2019 24 151 35.1 6.6 72.3 66 22 38.7 28.4 27.3 16.7 89.1 19.3 6.8 8 37.2 69.6 28.9 35.7 62.3 37.7 71.1
"686" "Chance Sisco" 2019 24 198 30.8 11.1 72.9 77.2 22.3 42.7 33.8 34.5 20.5 89.5 16.4 10.4 6.6 39.6 66.5 23.5 21.6 46.9 53.1 76.5
"687" "Dominic Smith" 2019 24 197 22.3 9.6 88.1 77.3 24.8 44.8 33.1 32.5 20 88.3 15.1 7.5 8.3 34.8 70.2 18.5 30.5 40.9 59.1 81.5
"688" "Rowdy Tellez" 2019 24 409 28.4 7.1 74.2 79.4 25.1 47.7 33.5 31.7 22.6 90.7 14 13.2 7.4 41.6 63.4 21.3 37.2 45.3 54.7 78.7
"689" "Matt Thaiss" 2019 24 164 31.7 10.4 71.4 67.5 21.7 37.6 29.4 29.9 15.9 89.1 15.9 6.3 7.4 43.2 74.1 28.8 16.7 51.7 48.3 71.2
"690" "Josh VanMeter" 2019 24 260 21.5 11.2 73.5 76.6 25 42.7 33.2 33.9 17.7 90 16.5 4 10.4 38.1 58 15.4 22 40 60 84.6
"691" "Tyler Wade" 2019 25 108 25.9 10.2 68.6 62.4 20.4 32.7 28.1 29.7 12.3 86.9 12.8 5.9 4.4 27.9 66.7 18.8 28.1 43.6 56.4 81.3
"692" "Francisco Mejia" 2019 24 244 23 5.3 75.4 65.9 22.5 37.9 28.3 28 15.4 88.4 19.7 4.7 7 29.8 69.8 21.1 45.8 31.4 68.6 78.9
"693" "Amed Rosario" 2019 24 655 18.9 4.7 75.4 76.6 29.4 43.5 33 33.1 14.1 89.4 8.9 4.2 4.6 39.5 69.2 14.3 36 41.3 58.7 85.7
"694" "Willy Adames" 2019 24 584 26.2 7.9 73.3 76.3 25.4 44.6 32.6 31.7 19.2 88.5 10.8 8.4 7.1 35.6 69 18.3 24.7 52.1 47.9 81.7
"695" "Andrew Benintendi" 2019 25 615 22.8 9.6 77.2 81.6 26.9 47 34.8 34.6 20.1 89.1 17.3 8.1 7.6 37.8 76.8 20.9 29.5 35 65 79.1
"696" "Garrett Cooper" 2019 29 421 26.1 7.8 79.1 80.9 27.1 47.2 34.7 33.7 20.2 89.1 4.5 9.6 5.9 40.4 64.3 16.8 34.5 34 66 83.2
"697" "Mauricio Dubon" 2019 25 111 18 4.5 74 64.1 24.9 35.8 27.8 28.3 11 84.8 9.5 2.3 4.7 19.8 73.8 15.9 42.6 27.6 72.4 84.1
"698" "Danny Jansen" 2019 24 384 20.6 8.1 63.9 73.4 24.6 41.9 31.5 31.5 17.3 88.9 16.3 5.9 5.6 40 70.6 15.7 25.3 32.8 67.2 84.3
"699" "Tony Kemp" 2019 28 279 16.8 8.2 67 58.5 20.4 29.4 26.5 29.1 9.1 86.2 14.6 1.5 2.5 15.7 65.8 16.3 27.3 25.6 74.4 83.7
"700" "Isiah Kiner-Falefa" 2019 24 222 22.1 6.3 61.9 59.7 22.7 30.8 26.8 28.9 8.1 87.2 6.8 1.3 1.9 33.5 57.8 9.1 28.4 37.7 62.3 90.9
"701" "Shed Long Jr." 2019 24 168 23.8 9.5 78.7 62.9 21.4 34 27.8 28.9 12.6 87.6 10.6 6.3 1.8 36.7 63.8 19.2 24.6 49.4 50.6 80.8
"702" "Jeff McNeil" 2019 27 567 13.2 6.2 91.6 84 29.1 47.8 36.1 36.2 18.7 89 13.8 4.8 7.3 36.7 83.7 13.9 38 32.2 67.8 86.1
"703" "Mike Tauchman" 2019 29 296 24 11.5 86.5 76.2 25.3 42.2 33.1 34 17 88.7 11.3 6.3 8.4 38.9 67.2 16.4 19.4 36.5 63.5 83.6
"704" "Tyler White" 2019 29 279 28 12.9 61.2 61.5 20.4 30.7 27.9 30.8 10.3 86 12.4 3.6 6.1 30.4 61.7 18.4 23.7 35.3 64.7 81.6
"705" "Ozzie Albies" 2019 22 702 16 7.7 85.2 84.7 29.2 49.7 35.6 35 20.5 88.9 15.6 6.6 7 34 80.6 16.3 34.2 36.3 63.7 83.7
"706" "Victor Robles" 2019 22 617 22.7 5.7 74.2 68.9 23.4 37.9 30 31 14.5 83.3 16.7 4.8 5.5 23 70 14.3 29.1 44 56 85.7
